ID,Text_sp,Text,Source,clickbait_score,pol_score,Image_Url,Cat1_HQ,Cat2_HQ_Pol,Cat,CatPol
47172,theres hidden reason alexandria ocasiocortez wore white jumpsuit congressional swearingin ceremony,There's a hidden reason why Alexandria Ocasio-Cortez wore a white jumpsuit to her congressional swearing-in ceremony, ,122954.31772806511,117579229585350.77,'background-image: url('https://images.taboola.com/taboola/image/fetch/f_jpg%2Cq_auto%2Ch_270%2Cw_360%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/https%3A//amp.businessinsider.com/images/5c2e70ffbd7730415e10f4e2-2732-1366.jpg');',0,1,0,1
47223,pics deepest hole earth permanently sealed finding billionyearold fossil,[Pics] Deepest Hole On Earth Permanently Sealed After Finding 2 Billion-Year-Old Fossil,Absolutehistory,85837864531.52028,3.8125584216772297e-07,https://images.outbrainimg.com/transform/v3/eyJpdSI6IjRmNzE0MjRlYmRjYWVkMTAwYTA0ZDM3YmI4NTdmMzcxOTQ0OTdjZWI5MzhmMTQ2NjBmMzcxOWY3YTk5MjA2ODciLCJ3IjoxNjAsImgiOjkwLCJkIjoxLjUsImNzIjowLCJmIjowfQ.webp,0,0,1,0
29418,pics man notices strange hole lake flies drone inside captures something unusual,[Pics] Man Notices A Strange Hole In A Lake So He Flies Drone Inside And Captures Something Unusual,ICE POP,676988240983.7035,3.5002388194177707e-08,https://images.outbrainimg.com/transform/v3/eyJpdSI6ImMzMTZiZGY2NzViZmM1NWU4ZWU3NGExNzJjYWI3MzZkNDU3NjE1NDk3YWM3MTQ3YzA0YTRlYmI0YjgxYmVlMjMiLCJ3IjoyMjAsImgiOjEzNSwiZCI6MS41LCJjcyI6MCwiZiI6MH0.webp,0,0,1,0
49845,photos remember heidi klums daughter take deep breath see looks,[Photos] Remember Heidi Klum's Daughter? Take A Deep Breath Before You See How She Looks Now,Bob's Hideout,3829199382581.609,2.3992072440153647e-12,https://images.outbrainimg.com/transform/v3/eyJpdSI6Ijg4ZTY1ODdmYjRlZmMyNjA0NDBiMmFjMGFjZTg5MjUwYzAwYTMxYjEwYmZiZjU2OTkwZDBmYTNkODI1MjgzMWIiLCJ3IjozMDQsImgiOjE5MywiZCI6MS41LCJjcyI6MCwiZiI6NH0.webp,0,0,1,0
27101,top gut doctor i beg americans throw vegetable now,'Top Gut Doctor: 'I Beg Americans To Throw Out This Vegetable Now',United Naturals,55854478484.69021,2.7770888571654046e-11,https://images.outbrainimg.com/transform/v3/eyJpdSI6ImU1MDc5YzMyOGQ1NTY3MDY4NDk5YjVmZDE2OTVlMDU1NDgzMzIyNTAxMmNkYWYxNGIwNWZkM2U1YTIwYmI4ZGIiLCJ3Ijo0MDAsImgiOjI0MCwiZCI6MS41LCJjcyI6MCwiZiI6NH0.webp,0,0,1,0
27188,amelia earhart discovery researchers eye papua new guinea wreck site,Amelia Earhart discovery? Researchers eye Papua New Guinea 'wreck site', ,1285556036954.921,2.5519127511131522e-12,'background-image: url('https://images.taboola.com/taboola/image/fetch/f_jpg%2Cq_auto%2Ch_156%2Cw_280%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/https%3A//a57.foxnews.com/media.foxbusiness.com/BrightCove/854081161001/201901/3649/640/360/854081161001_5991067424001_5991064934001-vs.jpg');',0,0,1,0
26602,gallery elvis grandson absolute copy legendary grandpa,[Gallery] Elvis' only Grandson is 25 now & He is an Absolute Copy of his Legendary Grandpa,Mortgage After Life,331343632340.27045,1.2241652211827921e-08,https://images.outbrainimg.com/transform/v3/eyJpdSI6ImFlNzJlMWYwM2UwYmMwYjQ1NzQwYWJkZmRhZDUwNGM0ODhmNTdlOGZiNDU5YTg0ZTI2MmY0NTUwMWFlNzJiNDgiLCJ3IjozMTYsImgiOjE3OCwiZCI6MS41LCJjcyI6MCwiZiI6MH0.webp,0,0,1,0
7560,pics knew something pregnant beggar decides follow uncover truth,[Pics] She Knew Something Was Off About Pregnant Beggar Decides To Follow Her To Uncover The Truth,Relatively Interesting,306974544707.6826,1.971882215408613e-08,https://images.outbrainimg.com/transform/v3/eyJpdSI6IjQyMzIxMzVhZGU4YmQ5MGI4MDJhMTUyNzc3OWVjNWQyOTJmZTg1YTJiNzIwNjBlNTY2YTRhMTk5NDExYjUzMzEiLCJ3IjoxNjAsImgiOjkwLCJkIjoxLjUsImNzIjowLCJmIjowfQ.webp,0,0,1,0
47062,got little shellfish man lifetime walmart ban steals lobster tails steak,He got a little shellfish: Man with lifetime Walmart ban steals lobster tails and steak, ,2519154342292.853,5.909797703529026e-11,'background-image: url('https://images.taboola.com/taboola/image/fetch/f_jpg%2Cq_auto%2Ch_156%2Cw_280%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/https%3A//www.gannett-cdn.com/-mm-/e1d78d18d18c0e71d5c7c4a0350b598687f50fe1/c%3D0-50-534-352/local/-/media/2016/06/09/Rochester/Rochester/636010691099408831-COPS-482439129.jpg%3Fwidth%3D3200%26height%3D1680%26fit%3Dcrop');',0,0,1,0
8160,elizabeth taylors granddaughter naomi looks like exact reincarnation iconic granny,Elizabeth Taylor's granddaughter Naomi looks like the exact 'reincarnation' of her iconic granny, ,117431393569.74597,4.059972198379164e-09,'background-image: url('https://images.taboola.com/taboola/image/fetch/f_jpg%2Cq_auto%2Ch_460%2Cw_920%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/http%3A//cdn.taboola.com/libtrc/static/thumbnails/050efe9ea0bf122e3d846a002c8d356e.jpg');',0,0,1,0
35830,knew something pregnant beggar decides follow uncover truth,She Knew Something Was Off About Pregnant Beggar Decides To Follow Her To Uncover The Truth, ,62201224512.612114,4.956024185120222e-08,'background-image: url('https://images.taboola.com/taboola/image/fetch/f_jpg%2Cq_auto%2Ch_467%2Cw_560%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/https%3A//prod-cm-minder-uploads.s3.amazonaws.com/c71c40b3-91b8-42de-840f-1f9b98373f82.jpg');',0,0,1,0
40492, billion hedge fund manager gives best career advice wall street hopefuls heres thing wishes hed done differently,A $9 billion hedge fund manager gives his best career advice to Wall Street hopefuls. Here's the 1 thing he wishes he'd done differently.,784466390404.1548,6.959602736013176e-14,'background-image: url('https://images.taboola.com/taboola/image/fetch/f_jpg%2Cq_auto%2Ch_270%2Cw_360%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/https%3A//amp.businessinsider.com/images/5be9beb4da27f852552fcd3a-1136-568.jpg');',0,0,1,0
29356,visited private terminal lax rich people pay upwards  skip lines pull planes bmws made feel like billionaire,I visited the private terminal at LAX where rich people pay upwards of $4.500 to skip the lines and pull up to their planes in BMWs and it made me feel like a billionaire,146949185672.62994,2.690288871346126e-15,'background-image: url('https://images.taboola.com/taboola/image/fetch/f_jpg%2Cq_auto%2Ch_270%2Cw_360%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/http%3A//static3.uk.businessinsider.com/image/5bd6dfb7dde86768676444ce-1190-625/what-we-know-about-the-victims-of-the-lion-air-plane-crash-off-indonesia-where-there-were-likely-no-survivors.jpg');',0,0,1,0
46526,rep gaetz border funding battle dems really negotiating illegal immigrants,Rep. Gaetz on Border Funding Battle: Are Dems Really Negotiating for Illegal Immigrants?,2019 Year Ahead,0.004064256358937456,1.56101661432832e+17,'background-image: url('http://images.taboola.com/taboola/image/fetch/f_jpg%2Cq_auto%2Ch_423%2Cw_760%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/http%3A//insider.foxnews.com/sites/insider.foxnews.com/files/styles/780/public/010219_gaetz.jpg%3Fitok%3Dzs2LCxPf');',0,1,0,1
28104,trump meeting supreme court justice clarence thomas conservative wife ginni farright activism group criticized transgender people women military republican leadership,Trump had a meeting with Supreme Court Justice Clarence Thomas' conservative wife Ginni and her far-right activism group who 'criticized transgender people women in the military and Republican leadership',1.7283250624857977e-14,1.1013440503181235e+23,'background-image: url('https://images.taboola.com/taboola/image/fetch/f_jpg%2Cq_auto%2Ch_310%2Cw_620%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/https%3A//i.dailymail.co.uk/1s/2019/01/27/03/9032644-0-image-a-52_1548558766525.jpg');',0,1,0,1
48407,former sf mayor willie brown writes dating kamala harris appointing posts,Former S.F. Mayor Willie Brown writes about dating Kamala Harris appointing her to posts, ,2151016.737173422,204788602414789.84,'background-image: url('https://images.taboola.com/taboola/image/fetch/f_jpg%2Cq_auto%2Ch_245%2Cw_440%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/https%3A//www.gannett-cdn.com/presto/2019/01/24/PPAS/87c087a4-e443-41fa-af53-5f8f1a0dcdbe-automated_farming_5.jpg%3Fcrop%3D3199%2C1799%2Cx0%2Cy119%26width%3D3200%26height%3D1680%26fit%3Dbounds');',0,0,0,1
2194, british expat czechia discover brexit could affect pension, British Expat in Czechia? Discover How Brexit Could Affect You and Your Pension, Abbey Wealth, 865.456023291255, 2743048049.9243984, https://images.outbrainimg.com/transform/v3/eyJpdSI6ImNiMTI2MDExM2RkMzA4ZDZhNjY1N2FmM2M1MTc5NjU3NGViODgzZGNhZTg4M2UzZGZjMGU0YjMyZDA0OWRjMDkiLCJ3IjozMDQsImgiOjE5MywiZCI6MS41LCJjcyI6MCwiZiI6MH0.webp, 0, 0, 0, 1
